model,kanal,id,url,topic_manual,topic2_manual,topic_ai,tone_manual,tone_ai,reason_ai,seconds
gemma4:26b,mehrnews,375792,https://t.me/mehrnews/375792,ideology_propaganda,domestic_politics,domestic_politics,neutral,neutral,The post reports on the head of the judiciary praising citizens for participating in a pro-government gathering.,4.1
gemma4:26b,mehrnews,398473,https://t.me/mehrnews/398473,military,,military,neutral,neutral,"The post reports on satellite imagery showing successful strikes on a US airbase in Jordan, which is part of the war involving Iran.",3.8
gemma4:26b,mehrnews,393172,https://t.me/mehrnews/393172,ideology_propaganda,mourning_commemoration,mourning_commemoration,triumphant,neutral,The post reports on a former Israeli official's statement regarding the strength of the Iranian regime as demonstrated by the funeral of the late Supreme Leader.,4.6
gemma4:31b,Tasnimnews,424439,https://t.me/Tasnimnews/424439,diplomacy,,diplomacy,neutral,neutral,The post describes the Iranian delegation's refusal to participate in a joint photo opportunity with the US delegation during negotiations in Geneva.,113.0
gemma4:31b,Tasnimnews,440045,https://t.me/Tasnimnews/440045,domestic_politics,,domestic_politics,neutral,neutral,The post describes the psychological trauma of children surviving the Shajareh Tayyebeh school strike and the lack of government support for their recovery.,33.5
gemma4:31b,Tasnimnews,400268,https://t.me/Tasnimnews/400268,ideology_propaganda,domestic_politics,ideology_propaganda,threatening,mobilizing,"The post describes a pro-government nightly rally ('قرار شبانه') in Firuzkuh where people are shouting slogans, which falls under promoting the system's values and mobilization.",30.8
gemma4:31b,Tasnimnews,389772,https://t.me/Tasnimnews/389772,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post is a tribute to a deceased military figure, focusing on his role as a missile engineer and showing a photo of him.",25.0
gemma4:31b,Tasnimnews,409301,https://t.me/Tasnimnews/409301,resistance_axis,,resistance_axis,neutral,neutral,"The post discusses Israel's military project to create a buffer zone in southern Lebanon, and since Iran is not the acting party, it falls under the resistance axis topic.",30.5
gemma4:31b,Tasnimnews,387209,https://t.me/Tasnimnews/387209,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on a planned official visit of the Chinese President to the USA, with no involvement of Iran or the resistance axis.",2059.8
gemma4:31b,Tasnimnews,385717,https://t.me/Tasnimnews/385717,domestic_politics,economy,economy,neutral,neutral,"The post focuses on a member of the economic commission questioning the Minister of Industry, Mine and Trade about the implementation of urea barter trade to stabilize essential imports.",28.1
gemma4:31b,Tasnimnews,385217,https://t.me/Tasnimnews/385217,domestic_politics,,domestic_politics,accusatory,accusatory,"The post reports on a court trial regarding the death of a police colonel, labeling the defendants as 'rioters' and their actions as 'bloody crimes' before a final verdict is mentioned.",37.3
gemma4:31b,Tasnimnews,411339,https://t.me/Tasnimnews/411339,mourning_commemoration,,mourning_commemoration,neutral,neutral,"The post is a tribute to the late pilot Shiroudi on the anniversary of his martyrdom, focusing on his memory and images.",27.3
gemma4:31b,Tasnimnews,439631,https://t.me/Tasnimnews/439631,diplomacy,domestic_politics,diplomacy,neutral,neutral,"The main statement concerns the President's comments on a diplomatic agreement and the government's performance, focusing on foreign policy and internal administration.",31.7
gemma4:31b,Tasnimnews,408140,https://t.me/Tasnimnews/408140,other,,other,neutral,neutral,The post is about the FIFA president's statement regarding the Iranian national football team's participation in the World Cup.,24.1
gemma4:31b,Tasnimnews,415257,https://t.me/Tasnimnews/415257,diplomacy,,diplomacy,neutral,neutral,The post describes a diplomatic meeting between the Deputy Secretary of Iran's SNSC and the Secretary of Kyrgyzstan's National Security Council.,23.7
gemma4:31b,Tasnimnews,436718,https://t.me/Tasnimnews/436718,domestic_politics,diplomacy,diplomacy,neutral,neutral,The post focuses on the external pressures and sanctions faced by the current Iranian government (14th government) and the enemy's expectation of the country's collapse.,27.8
gemma4:31b,Tasnimnews,424689,https://t.me/Tasnimnews/424689,resistance_axis,,resistance_axis,neutral,neutral,The post reports on a military attack by Hezbollah (a resistance axis group) against an Israeli command center.,23.1
gemma4:31b,Tasnimnews,391479,https://t.me/Tasnimnews/391479,foreign_affairs,,mourning_commemoration,neutral,neutral,"The post describes the shooting and killing of people mourning the late Supreme Leader in Karachi, focusing on the death/martyrdom of the mourners.",25.7
gemma4:31b,Tasnimnews,438176,https://t.me/Tasnimnews/438176,resistance_axis,,resistance_axis,mobilizing,mobilizing,"The post features statements by Hezbollah's Secretary-General regarding the Lebanese government's failure and the need to rely on the resistance, focusing on Lebanon/Hezbollah without Iran as the acting party.",35.7
gemma4:31b,Tasnimnews,441571,https://t.me/Tasnimnews/441571,foreign_affairs,resistance_axis,resistance_axis,neutral,neutral,"The post reports on the actions and claims of an Israeli minister regarding Al-Aqsa Mosque, which falls under the resistance axis topic as it concerns the Palestinian territories.",29.8
gemma4:31b,Tasnimnews,386587,https://t.me/Tasnimnews/386587,ideology_propaganda,,ideology_propaganda,triumphant,triumphant,"The post focuses on the resilience of the Islamic Republic and the failure of enemies' conspiracies, promoting the system's strength.",25.2
gemma4:31b,Tasnimnews,387726,https://t.me/Tasnimnews/387726,ideology_propaganda,,diplomacy,accusatory,accusatory,"The post explicitly labels the US President and Netanyahu as 'real terrorists', which is a direct negative claim and condemnation.",21.0
gemma4:31b,Tasnimnews,415143,https://t.me/Tasnimnews/415143,military,,military,accusatory,neutral,"The post reports on the military involvement of Saudi Arabia and Kuwait in US/Israeli strikes in Iraq, which is part of the war involving Iran.",24.4
gemma4:31b,Tasnimnews,396631,https://t.me/Tasnimnews/396631,military,,military,triumphant,triumphant,The post reports on the IRGC's successful interception and destruction of five US and Israeli drones.,22.9
gemma4:31b,Tasnimnews,420787,https://t.me/Tasnimnews/420787,other,,other,neutral,neutral,"The post describes the cleaning and dusting of the dome of the shrine of Hazrat Abbas in preparation for Muharram, which is a religious/cultural activity.",26.5
gemma4:31b,Tasnimnews,410500,https://t.me/Tasnimnews/410500,diplomacy,,diplomacy,neutral,neutral,"The post analyzes Donald Trump's negotiation style and the current state of US-Iran relations/ceasefire talks, focusing on diplomatic behavior and distrust.",33.6
gemma4:31b,Tasnimnews,387118,https://t.me/Tasnimnews/387118,military,,military,neutral,neutral,The post discusses the deterrent nature of Iran's missile capabilities as viewed by US analysts.,18.3
gemma4:31b,Tasnimnews,440199,https://t.me/Tasnimnews/440199,economy,diplomacy,economy,neutral,neutral,"The post focuses on the Central Bank governor's response to US sanctions and the availability of foreign currency, which are core economic matters.",27.4
gemma4:31b,farsna,450860,https://t.me/farsna/450860,domestic_politics,,domestic_politics,neutral,neutral,"The post describes the coordination and unity between the executive, judicial, and legislative branches of the Iranian government.",23.1
gemma4:31b,farsna,426845,https://t.me/farsna/426845,diplomacy,foreign_affairs,military,neutral,neutral,The post reports on CNN's analysis of Donald Trump's contradictory statements regarding the Strait of Hormuz.,21.1
gemma4:31b,farsna,443732,https://t.me/farsna/443732,resistance_axis,,resistance_axis,neutral,neutral,"The post reports on Israeli attacks and casualties in Lebanon, which falls under the resistance axis topic.",19.3
gemma4:31b,farsna,453577,https://t.me/farsna/453577,military,,military,neutral,neutral,"The post reports on the destruction of drone hangars and fuel tanks at the Ali Al-Salem base, which is a military target in the context of the war.",26.0
gemma4:31b,farsna,418311,https://t.me/farsna/418311,military,,military,neutral,neutral,"The post reports on a missile strike against a target in Abu Dhabi, UAE, which is part of the war involving Iran.",23.0
gemma4:31b,farsna,449806,https://t.me/farsna/449806,economy,foreign_affairs,economy,accusatory,neutral,The post focuses on the Brazilian president's statements regarding the economic consequences of the war (food prices) and the US naval blockade (piracy).,26.0
gemma4:31b,farsna,408369,https://t.me/farsna/408369,domestic_politics,,economy,neutral,neutral,"The post focuses on the debt of Babak Zanjani and the judiciary's deadline for repayment, which is a matter of money and financial amounts.",24.1
gemma4:31b,farsna,431084,https://t.me/farsna/431084,ideology_propaganda,,ideology_propaganda,triumphant,triumphant,The post celebrates the 'victorious nation of Iran' and refers to the 'victory of the people' using evaluative language.,26.1
gemma4:31b,farsna,448815,https://t.me/farsna/448815,other,,other,neutral,neutral,"The post consists of poetic verses about returning from exile/estrangement, which lacks sufficient context to be classified into a specific political or military topic.",25.3
gemma4:31b,farsna,430121,https://t.me/farsna/430121,foreign_affairs,,foreign_affairs,neutral,neutral,"The post reports on a shooting incident in the USA involving university students, with no involvement of Iran or the resistance axis.",24.9
gemma4:31b,farsna,421766,https://t.me/farsna/421766,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post describes a funeral procession for two martyrs in the city of Marand.,19.7
gemma4:31b,farsna,447376,https://t.me/farsna/447376,mourning_commemoration,,mourning_commemoration,neutral,neutral,The post provides the route for the funeral procession of the late Supreme Leader Ali Khamenei.,21.4
gemma4:31b,farsna,443069,https://t.me/farsna/443069,foreign_affairs,,foreign_affairs,neutral,neutral,The post reports on a statement by Trump's deputy regarding US weapons supplies to Israel and Israel's strategic situation.,22.9
gemma4:31b,farsna,440606,https://t.me/farsna/440606,military,,military,neutral,neutral,"The post reports on the Zionist regime's home front command advising citizens to stay near shelters, which is a military-related event in the context of the war involving Iran and Israel.",28.3
gemma4:31b,farsna,452509,https://t.me/farsna/452509,domestic_politics,,domestic_politics,neutral,neutral,The post is a factual report about the operational status of border gates for Arbaeen pilgrims.,20.6
gemma4:31b,farsna,414654,https://t.me/farsna/414654,foreign_affairs,military,military,accusatory,neutral,"The post discusses Mossad agents' activities in Gulf states and claims Israel intends to strike multiple countries in the region, which falls under the war involving Iran and the Gulf states.",28.6
gemma4:31b,farsna,412101,https://t.me/farsna/412101,domestic_politics,,domestic_politics,accusatory,accusatory,"The post reports on the arrest of monarchists by the IRGC, labeling them as 'terrorist' and 'elements' before a court verdict.",25.2
